HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.merged,Input.submitter,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Answer.GithubID,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject



I will try to recreate a minimal patch and move these extra changes to a follow on PR..



Is it okay to keep init for now, and minimize all changes @liggitt , @pmorie ?



This will ""work"" as is, and I think the back and forth on layering more changes into this first patch, which really only needs to do one simple thing, is unnecessary.","Rej, implemented.","jayunit100 commented on Jan 14



Closing this PR. Will reopen after I rebase it against the result of 19624.",,

3LXX8KJXPWXCSN4R7I7FAX29MHH9OF,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3FTOP5WARGCIH2NBHB1IXAFFXM80JX,A1WSTW4R68I8KI,Approved,Mon Sep 26 02:32:01 PDT 2016,Mon Sep 26 02:50:03 PDT 2016,Mon Oct 03 02:50:03 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,,,1082,100% (4/4),100% (4/4),100% (4/4),1477,https://github.com/shazow/urllib3/pull/775,https://github.com/shazow/urllib3/graphs/contributors,FALSE,ml31415,Lukasa,"shazow, Lukasa, t-8ch",4,28,{},tagtraumer,ml31415,"shazow, Lukasa, t-8ch, sigmavirus24, jonparrott, schlamar, kevinburke, jschneier",ml31415,"Y,core","Had a quick superficial look, first thoughts:



    Overall looks like a good thing to add, thank you for taking the time of putting together this draft! :)

    As usual, I'd prefer to avoid adding more keywords to urlopen if possible, but I can't think of a better way here. Open to suggestions?

    Some minor test failures in py3 and linting that will need to be fixed. (See https://travis-ci.org/shazow/urllib3/builds/99955520)

    If we're moving forward, we'll want to include this in the docs.



Would like to wait on @Lukasa @sigmavirus24 to add their thoughts. :)



$$$$



The general direction of this is really good, thanks! There are a few small details that need to be addressed though.",N,,"Y,improve|Y,inconsistency","As usual, I'd prefer to avoid adding more keywords to urlopen if possible, but I can't think of a better way here.



The only way to avoid doing that is to take a Requests-like approach where the behaviour is implicitly controlled by the type of the body. That's probably not a great approach to take for urllib3 (and potentially thorny as hell if you choose a different pattern to the one used by Requests!). I think we might be stuck with a flag here, sadly.



I'll dive in and do some code review.",N,{},"Rej, implemented.","@ml31415 Thanks for getting the ball rolling, we appreciate your work and hope you stick around. Any feedback/code reviews/whatever is always welcome. :)



Also you're invited to add yourself to our CONTRIBUTORS file.",,

3RHLQY6EDTSKRK7Q0EX8IVFUWBW4DH,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:02 PDT 2016,,,3LOTDFNYA8NVKQ20RS3IP7WR5LPFWW,A1WTD5OHCQS3TG,Rejected,Mon Sep 26 04:49:34 PDT 2016,Mon Sep 26 04:55:28 PDT 2016,Mon Oct 03 04:55:28 PDT 2016,,Tue Sep 27 10:53:02 PDT 2016,Submitter is wrong. If you have doubts about that. Please contact di.chen.mturk@gmail.com,354,30% (3/10),30% (3/10),30% (3/10),1478,https://github.com/zendframework/zend-cache/pull/54,https://github.com/zendframework/zend-cache/graphs/contributors,TRUE,kynx,marc-mabe,"weierophinney, Maks3w, Ocramius",4,28,{},zabza13,kynx,"weierophinney, Maks3w, Ocramius","aequasi,samsonasik,nyholm,marc-mabe","Y,others",I think the check for && $capabilities->getMinTtl() should be removed as this only describes that it's possible to store an item without expiration but not that the adapter doesn't support expiration.,"Y,others",@kynx the redis adapter doesn't handle it wrong. It does what it suppose to do - sending data to redis in a format that redis supports and that's a string only. If you want more you have to add the serializer plugin. That's because not every one need this support and do serializing even if not required would be an useless overhead. That's how and why zend-cache is designed. So if the underlying adapter doesn't support all requirements from psr-6 this wrapper need to implement it on top.,"Y,improve",@kynx the redis adapter doesn't handle it wrong. It does what it suppose to do - sending data to redis in a format that redis supports and that's a string only. If you want more you have to add the serializer plugin. That's because not every one need this support and do serializing even if not required would be an useless overhead. That's how and why zend-cache is designed. So if the underlying adapter doesn't support all requirements from psr-6 this wrapper need to implement it on top.,"Y, no value",The spec makes a recommendation to log errors or report them but nobody as the calling library can actually handle errors. Also I don't see a difference where your ExceptionLogger makes it in any case simpler to log errors. zend-cache already makes it very simple to handle errors.,"Rej, implemented.","A little bit of Reflection was required to test unserialization, which feels like a hack, but there we go - prophesy doesn't let me do arg-by-ref.



If a value can't be unserialized it will simply show up as a cache miss. I can't see a straightforward way of reporting the problem to the user that doesn't break PSR-6. But - unless something else is writing to the same storage adapter - I can't see it being more than a sporadic error. Let me know if you've got other ideas.



@samsonasik - thanks for the heads up. Saw your php-cache/integration-tests#31 -",,

3RHLQY6EDTSKRK7Q0EX8IVFUWBW4DH,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:02 PDT 2016,,,3ZR9AIQJUCXSEK4QE4EER8QWGXP04U,ABFSVRWVFHZ6P,Approved,Sat Oct 01 01:00:52 PDT 2016,Sat Oct 01 01:10:13 PDT 2016,Sat Oct 08 01:10:13 PDT 2016,Sat Oct 01 19:06:07 PDT 2016,,,561,100% (39/39),100% (39/39),100% (39/39),1478,https://github.com/zendframework/zend-cache/pull/54,https://github.com/zendframework/zend-cache/graphs/contributors,TRUE,kynx,marc-mabe,"weierophinney, Maks3w, Ocramius",4,28,{},0pointr,kynx,"Freeaqingme, DASPRiD, marc-mabe, ezimuel, Maks3w, Ocramius, ralphschindler, weierophinney, EvanDotPro, akrabat","nyholm, aequasi","Y,others","The implementation looks good. There were some small bugs thou.. Say you do like this:



$item = $pool->getItem('key');

$item->set('foo');

$pool->saveDeferred($item);



$item = $pool->getItem('key');

$item->set('bar');

// No save 



$item = $pool->getItem('key');

$item->get(); // should be 'foo'

I added the integration tests with this PR: kynx#1","Y,others","Yes, that is possible. It depends how you want to architecture your Pool, Clients and adapters. If you decide to push that problem to the adapters I would recommend doing integration tests with all adapters instead of a mock, just to make sure the adapters work as well.",N,{},N,{},Merged.,{},,

3CZH926SIC2PJQLQW98SODXFWNX4EA,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3O6CYIULEEPK38ZQMHYHB7XUF9WWU6,AMZVZJL54O491,Approved,Mon Sep 26 05:34:23 PDT 2016,Mon Sep 26 05:38:46 PDT 2016,Mon Oct 03 05:38:46 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,263,80% (64/80),80% (64/80),80% (64/80),1488,https://github.com/openshift/origin/pull/6576,https://github.com/openshift/origin/graphs/contributors,TRUE,csrwng,openshift-bot,"openshift-bot, smarterclayton, deads2k",5,29,{},zantx3,csrwng,"openshift-bot, smarterclayton, deads2k, liggitt, kargakis, bparees, mfojtik, spadgett, fabianofranz",csrwing,"Y,core","bparees commented on Jan 7



lgtm",N,{},N,{},N,{},Merged.,{},,

3W0XM68YZPJBDRGH5D0TOA3H40J1KE,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,37TD41K0AIXVAX1HGL3GKC83321CSI,ABFSVRWVFHZ6P,Approved,Sat Oct 01 03:27:38 PDT 2016,Sat Oct 01 03:47:58 PDT 2016,Sat Oct 08 03:47:58 PDT 2016,Sat Oct 01 19:06:07 PDT 2016,,,1220,100% (39/39),100% (39/39),100% (39/39),1491,https://github.com/highfidelity/hifi/pull/6772,https://github.com/highfidelity/hifi/graphs/contributors,TRUE,zzmp,samcake,"birarda, ZappoMan, Atlante45",4,30,{},0pointr,zzmp,"zzmp, imgntn, jherico, birarda, hyperlogic, Ventrella, Atlante45, SamGondelman, sethalves, AndrewMeadows, kencooke, cozza13, chansensturm, ZappoMan, ericrius1, PhilipRosedale, RyanDowne, AlexanderOtavka, venkatn93, ey6es, samcake, huffman, howard-stearns, thoys",hifi-gustavo,"Y,core",Good for me,N,{},"Y,improve","Good for me aside from my 2 comments

I would like a different name than render::Shape

I think render::ShapePipelineLib was a better name

It s not a shape per say, it s the thing that provides the pipeline to render an Item typed as ""Shape""",N,{},Merged.,{},,

3W0XM68YZPJBDRGH5D0TOA3H40J1KE,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,3IXQG4FA2UMUVDDCTF7USXXVSL99BD,AMZVZJL54O491,Rejected,Sun Sep 25 23:47:59 PDT 2016,Sun Sep 25 23:55:34 PDT 2016,Sun Oct 02 23:55:34 PDT 2016,,Wed Sep 28 14:46:00 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,455,80% (64/80),80% (64/80),80% (64/80),1491,https://github.com/highfidelity/hifi/pull/6772,https://github.com/highfidelity/hifi/graphs/contributors,TRUE,zzmp,samcake,"birarda, ZappoMan, Atlante45",4,30,{},zantx3,zzmp,"birarda, ZappoMan, Atlante45, ey6es, AndrewMeadows,huffman, sethalves, jherico, samcake, ctrlaltdavid, imgntn, PhilipRosedaleo","atlante45, hifi-gustavo, zappoman","Y,core","ZappoMan commented on Jan 7



test this please","Y,core","samcake commented on Jan 7



Good for me aside from my 2 comments

I would like a different name than render::Shape

I think render::ShapePipelineLib was a better name

It s not a shape per say, it s the thing that provides the pipeline to render an Item typed as ""Shape""



$$$$



OK @samcake, ready for another look



$$$$



 ZappoMan on Jan 7



might make more sense to just do these in the if (hasXXX) statements and avoid the extra lines and the extra local variables",N,{},N,{},"Rej, implemented.",{},,

3MA5N0ATTCZ4ESWK21PEH0TB0DRWK7,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,39OWYR0EPLFZ9VX06TL6A4H7GS4FY8,AMZVZJL54O491,Approved,Mon Sep 26 02:00:54 PDT 2016,Mon Sep 26 02:16:37 PDT 2016,Mon Oct 03 02:16:37 PDT 2016,Wed Sep 28 14:45:56 PDT 2016,,,943,80% (64/80),80% (64/80),80% (64/80),1492,https://github.com/theforeman/foreman/pull/3025,https://github.com/theforeman/foreman/graphs/contributors,FALSE,xprazak2,lzap,"ohadlevy, domcleal, isratrade",5,30,{},zantx3,xprazak2,"ohadlevy, domcleal, isratrade, abenari, DLobatog, ares, tbrisker, lzap","theforeman-bot, shimshtein, tsrachota",N,{},"Y,core","We can create some syntactic sugar indeed, maybe extend_page can be a DSL block, but no extra nesting, just to make it shorter. One block = one extension point symbol context, this will be pretty intuitive.","Y,inconsistency","domcleal commented on Jan 12



If the PR has changed, please continue to use Jenkins and let it run. Just please don't re-test for a single matrix failure for one documented known issue (at least when there's a queue like today).","Y, no value","ShimShtein commented on Jan 12



    IMHO this feature will create a difference between API and UI (you will see more properties in UI than in the API). It's worth looking into my implementation in host unification, maybe you can copy this mechanism, and solve the API-UI conflict.

    It looks to me pretty similar to #content_for, can you tell me what is the difference between your mechanism, and the generic one?",Merged.,"lzap commented on Jan 12



Merged as 33f7c66, thank you!",,

3QE4DGPGBRZN34HH24YGOGIR93C4GR,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3T111IHZ5FEHBKU1PCTKSC2ZA879RN,AMZVZJL54O491,Approved,Mon Sep 26 04:00:28 PDT 2016,Mon Sep 26 04:05:10 PDT 2016,Mon Oct 03 04:05:10 PDT 2016,Wed Sep 28 14:46:04 PDT 2016,,,282,80% (64/80),80% (64/80),80% (64/80),10001,https://github.com/jruby/activerecord-jdbc-adapter/pull/233,https://github.com/jruby/activerecord-jdbc-adapter/graphs/contributors,FALSE,,,"kares, nicksieger",5,14,{},{},trak3r,"kares, nicksieger,donv","slorek, jhiggins, kares,",N,{},N,{},"Y,bug","jhiggins commented on Mar 5, 2013



Still failing in my rail application with 1.2.7, will see if I can make a standalone test.



Your bundle is complete! Use bundle show [gemname] to see where a bundled gem is installe","Y, no value","slorek commented on May 8, 2013



Just to confirm that this issue still exists in master, when connecting to Azure SQL Database. The fix in the pull request works for me. Please consider merging.","Rej, not sure.",{},,

37YYO3NWHDEDHWERTX8FHN903O1CC2,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3HFNH7HEMI2WET29Q3AUF3EHIZQGQA,AMZVZJL54O491,Approved,Mon Sep 26 05:23:40 PDT 2016,Mon Sep 26 05:28:10 PDT 2016,Mon Oct 03 05:28:10 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,270,80% (64/80),80% (64/80),80% (64/80),10002,https://github.com/guard/guard/pull/156,https://github.com/guard/guard/graphs/contributors,TRUE,,,"netzpirat, e2, rymai",6,27,{},zantx3,thibaudgg,"netzpirat, e2, rymai, yannlugrin, thibaudgg","kierzniak, flori,","Y,core","thibaudgg commented on Oct 10, 2011



Yeah I totally agree on what @netzpirat,","Y,core|Y,others","Maybe we can use https://github.com/defunkt/colored.



    $$$$



    It's possible to switch of coloring globally by calling



    Term::ANSIColor::coloring = STDOUT.isatty â€‹



    â€‹$$$$



    In my project I'm using guard to some standard stuff SASS ,Livereload etc.","Y,bug|Y,improve","It's just that it seems to me that has proposed a solution that fixes his particular problem, that's fine but there were other solutions to it, that could maybe be better. We'll discuss that tomorrow with . :P



    $$$$



    sorry I'm a bit late but I don't feel comfortable with writing what's not diagnostic to me to STDERR","Y,not fit.","It's just that it seems to me that @sunaku has proposed a solution that fixes his particular problem, that's fine but there were other solutions to it, that could maybe be better.",Merged.,{},,

3WJGKMRWVIXNMOK5TT3Q1TRIOODCD2,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:02 PDT 2016,,,3OB0CAO74IDJNRO61J96DPTKXA1HYZ,ABFSVRWVFHZ6P,Approved,Fri Sep 30 06:57:48 PDT 2016,Fri Sep 30 07:21:25 PDT 2016,Fri Oct 07 07:21:25 PDT 2016,Sat Oct 01 19:06:07 PDT 2016,,,1417,100% (39/39),100% (39/39),100% (39/39),10003,https://github.com/symfony/symfony/pull/5248,https://github.com/symfony/symfony/graphs/contributors,FALSE,,,"fabpot, nicolas-grekas, webmozart",10,31,{},0pointr,sc0ttkclark,"fabpot, nicolas-grekas, webmozart, kriswallsmith, pborreli, romainneutron","sc0ttkclark, travisbot, mevers47, Fonsini, Jaza, shacharsol","Y,core",I also agree that it should be supported.,N,{},"Y,inconsistency","@fabpot, are you willing to accept ""fingers crossed"" hacks in Symfony? It's going to mean people have to be deeply aware of the moving parts in order to avoid a collision - I would suggest if we look deeper here, there is probably another way of doing whatever the reporter is trying to do. For one, if using HttpFoundation, there should be no reason for the SF2 session code to be hit at all. If someone is running Symfony2 fullstack framework inside wordpress, it's seems possibly the wrong approach to solve the problem.



@sc0ttkclark can you provide some more details of what you are doing?","Y, no value","@mevers47 - The point is, this particular concept here, while solving a problem one way, introduces other more serious problems elsewhere. I do not believe this particular approach is the way to solve the problem being experienced by @sc0ttkclark, but we really need to see his use-case first to know how best to approach it.","Rej, implemented.",it has been addressed by #7571,,

3WJGKMRWVIXNMOK5TT3Q1TRIOODCD2,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:02 PDT 2016,,,3U8YCDAGXQ4Z3PROC1LRUBR1BH00QO,AMZVZJL54O491,Rejected,Mon Sep 26 02:33:00 PDT 2016,Mon Sep 26 02:39:21 PDT 2016,Mon Oct 03 02:39:21 PDT 2016,,Tue Sep 27 10:53:02 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,381,80% (64/80),80% (64/80),80% (64/80),10003,https://github.com/symfony/symfony/pull/5248,https://github.com/symfony/symfony/graphs/contributors,FALSE,,,"fabpot, nicolas-grekas, webmozart",10,31,{},{},sc0ttclark,"fabpot, nicolas-grekas, webmozart, xabbuh, vicb, seldae, stof, kriswallsmith, schmittjoh, jakzal","shacharsol, jaza, bamarni, fonsini, dlsniper, mevers47, lsmith77,mvhov, fabpot, travisbot, ghost","Y,others","@fabpot

Symfony member

fabpot commented on Aug 14, 2012



I also agree that it should be supported.","Y,core","ghost commented on Aug 13, 2012



can you show an example? Sessions are not supposed to be started outside of Symfony.

There is only a way to detect if a session has really started starting from PHP 5.4 using http://uk3.php.net/manual/en/function.session-status.php but I deliberately left this out because it would mean different behaviour depending on version. Sessions are not supposed to be started outside of Symfony's Session class as already documented.



This for example, is illegal under Symfony and the resulting PHP notice is correct. Starting the session outside of Symfony can result of other knock on effects (like a session starting with a different save handler than you expect) - therefor, the PHP notice is very welcome to show that something wrong has happened.","Y,improve","lsmith77 commented on Aug 14, 2012



Yeah, I agree we should support this, but I guess in that case we should have a more explicit mechanism to delegate session starting.","Y,not fit.|Y, no value","ghost commented on Aug 15, 2012



@mevers47 - The point is, this particular concept here, while solving a problem one way, introduces other more serious problems elsewhere. I do not believe this particular approach is the way to solve the problem being experienced by @sc0ttkclark, but we really need to see his use-case first to know how best to approach it.",Merged.,{},,

3KTCJ4SCVGP63FGKQPD93NVLT5E1MJ,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3Y54SXRO1M9SBRVWRCT6ONQVBD2UTY,AMZVZJL54O491,Approved,Mon Sep 26 02:29:10 PDT 2016,Mon Sep 26 02:32:59 PDT 2016,Mon Oct 03 02:32:59 PDT 2016,Wed Sep 28 14:46:05 PDT 2016,,,229,80% (64/80),80% (64/80),80% (64/80),10004,https://github.com/emberjs/ember.js/pull/365,https://github.com/emberjs/ember.js/graphs/contributors,FALSE,,,"rwjblue, stefanpenner, wagenet",4,6,{},{},tchak,"rwjblue, stefanpenner, wagenet, wycats, ebryn, krisselden, mmun, tricknotes, mixonic, ef4","pangratz, devinus, tchak","Y,others","devinus commented on Jan 26, 2012



For the record, I'm interested in this too.","Y,others","tchak commented on Jan 10, 2012



I almost agree, but :



App.states = Em.StateManager.create({

  viewBinding: 'App.MyView'

});



App.MyView = Em.View.create();



This will fail or I will have to use App.set...

This is juste some sugar so I understand if it is rejected.



and to answer @kselden I have some states declared this way in my core app, but the corresponding views are loaded on demand in modules initialized on state enter","Y,bug","This will fail or I will have to use App.set...

This is juste some sugar so I understand if it is rejected.",N,{},"Rej, not sure.",{},,

3UV0D2KX1M7HP4LMRKSY6VIF8OC4FS,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,37Q970SNZFWBNURJ0OEW3GPCYZZS1K,AMZVZJL54O491,Approved,Mon Sep 26 05:30:44 PDT 2016,Mon Sep 26 05:32:44 PDT 2016,Mon Oct 03 05:32:44 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,Tue Sep 27 10:53:02 PDT 2016,,120,80% (64/80),80% (64/80),80% (64/80),10005,https://github.com/gitlabhq/gitlabhq/pull/3351,https://github.com/gitlabhq/gitlabhq/graphs/contributors,TRUE,,,"randx, tsigo, DouweM",3,10,{},{},Andrew8xx8,"randx, tsigo, DouweM, iamphill, ayufan, grzesiek","narkoz, razer6,","Y,core","randx commented on Mar 25, 2013



Looks impressing.

Since I'm a bit busy with some other stuff I'll made a review in a week or something.

Please be patient. And thank you for contribution :)",N,{},N,{},N,{},Merged.,{},,

3UV0D2KX1M7HP4LMRKSY6VIF8OC4FS,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3OHYZ19UGDTSJQCQPQQGUC8E6A2AO6,ABFSVRWVFHZ6P,Approved,Sat Oct 01 01:11:43 PDT 2016,Sat Oct 01 01:52:46 PDT 2016,Sat Oct 08 01:52:46 PDT 2016,Sat Oct 01 19:06:07 PDT 2016,,,2463,100% (39/39),100% (39/39),100% (39/39),10005,https://github.com/gitlabhq/gitlabhq/pull/3351,https://github.com/gitlabhq/gitlabhq/graphs/contributors,TRUE,,,"randx, tsigo, DouweM",3,10,{},0pointr,Andrew8xx8,"maxlazio, jacobvosmaer, stanhu, rymai, Razer6, tmaczukin, vsizov, tsigo, NARKOZ, DouweM, riyad, jvanbaarsen, dosire, axilleas, randx",coveralls,"Y,core","Looks impressing. 

Since I'm a bit busy with some other stuff I'll made a review in a week or something. 

Please be patient. And thank you for contribution :)



$$$$



+1



$$$$



@Andrew8xx8 yay! Finally got this merged. Thank you for good quality code",N,{},N,{},N,{},Merged.,{},,

3FDWKV9VCNQMCC7ISDNTEP0I42BUMB,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,32EYX73OY1XFVCI4NNOBO8PDNTHRUW,AMZVZJL54O491,Approved,Mon Sep 26 04:05:11 PDT 2016,Mon Sep 26 04:11:14 PDT 2016,Mon Oct 03 04:11:14 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,,,363,80% (64/80),80% (64/80),80% (64/80),10006,https://github.com/tastejs/todomvc/pull/120,https://github.com/tastejs/todomvc/graphs/contributors,FALSE,,,"sindresorhus, passy, addyosmani",3,31,{},{},mikaelkraaron,"sindresorhus, passy, addyosmani, arthurvr, samccone, stephenplusplus",none,"Y,core","sindresorhus commented on Mar 22, 2012



Thanks for the contribution :D","Y,core","mikaelkaron commented on Mar 22, 2012



Just another front-end framework. Aims to package current javascript technologies and 'bind' them together with minimal effort for the developer.



    jQuery for DOM operations

    RequireJS for modularity

    ComposeJS for object composition

    Has.js for feature detection



On top of this we've added a pubsub system, templating, weaving (connect widget to dom) and auto wiring.



The TroopJS moto goes something like",N,{},N,{},"Rej, not sure.",{},,
