HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Input.submitter,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,AssignmentId,Input.merged,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject
If the ML implementation uses RDDs underneath, it will be nice to call directly into that implementation from spark.mllib in order to avoid serialization overhead.","Y,others",@sethah I did find the perf-test results very difficult to read. Would it be ok to summarize into a readable table to make it easier to compare the before and after numbers (for posterity)?,N,{},N,{},3K4J6M3CXFH4RDVS17D8P3ZCRNKGA8,FALSE,NY,@sethah merged to master. Ping me when the remaining work on SPARK-12326 is ready for review.,,

3VJ4PFXFJ3VLABYTVAXO5Y5ID7HAUD,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:48 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Thu Nov 10 04:24:43 PST 2016,Thu Nov 10 04:55:18 PST 2016,Thu Nov 17 04:55:18 PST 2016,,,,1835,98% (39/40),0% (0/1),0% (0/1),1392,https://github.com/hpcugent/easybuild-easyconfigs/pull/2267,https://github.com/hpcugent/easybuild-easyconfigs/graphs/contributors,boegel,"boegel, wpoely86, fgeorgatos",3,21,{},nathanhaigh,nathanhaigh,"itkovian, SimonPinches, ocaisa, pescobar, gjbex, JensTimmerman, verdurin, gribozavr, tovrstra, georgets, jas02, RvDijk, stdweird, besserox, npklein, tloizou, hajgato, gppezzi, wpoely86, rjeschmi, boegel, FokkeDijkstra, nathanhaigh, nudded, fgeorgatos, wdpypere",hpcugentbot,N,{},"Y,core","I see that the main fastqc executable is in fact a Perl script. Perl should then be added as a dependency and the shebang line patched.



@boegel Is it worth putting in place a unit test to check for shebang lines containing #!/usr/bin/ but not #!/usr/bin/env in sourcecode files? This could catch hidden dependencies and also highlight where patches are likely.","Y,improve","without this, the fastqc -v sanity check command will fail",N,{},3MAOD8E57RYMXIK7ZLIHZVJ8V7CNX2,TRUE,YY,boegel merged commit 799ddb5 into hpcugent:develop on Mar 8,,

307L9TDWJYG8V0FZPU6S4VZIZ1W3NI,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:48 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 06:03:47 PST 2016,Mon Nov 07 06:21:42 PST 2016,Mon Nov 14 06:21:42 PST 2016,,,,1075,98% (39/40),0% (0/1),0% (0/1),1393,https://github.com/servo/servo/pull/9172,https://github.com/servo/servo/graphs/contributors,bors-servo,"Ms2ger, bors-servo, pcwalton",3,21,bosr-servo is a bot,nikkisquared,nikkisquared,"brson, metajack, kmcallister, jgraham, glennw, Manishearth, SimonSapin, jdm, mbrubeck, larsbergstrom, pcwalton, Ms2ger, zmike, mrobinson, saneyuki","nikkisquared, bors-servo, KiChjang, highfive",N,{},N,{},N,{},N,{},3CP1TO84PUPH6DB47W12FOPPPPF527,TRUE,YY,bors-servo merged commit 67f4df5 into servo:master on Jan 8,,

3IZVJEBJ6A8198G0BKFK6LIBJ65Z60,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A1PQ56YTJSJN8B,Approved,Tue Oct 25 10:02:53 PDT 2016,Tue Oct 25 10:10:45 PDT 2016,Tue Nov 01 10:10:45 PDT 2016,2016-11-01 17:11:14 UTC,,,472,100% (1/1),100% (1/1),0% (0/0),1395,https://github.com/Apple/swift/pull/901,https://github.com/Apple/swift/graphs/contributors,gribozavr,"lattner, gribozavr, DougGregor",5,21,{},hpux735,hpux735,"lattner, gribozavr, DougGregor,jckarter,","MacMeDan, modocache, jrose-apple","Y,core|Y,others","Glad I could help

$$$$

You are my hero

$$$$

Awesome!!! Thanks so much Dmitri

$$$$

Thank you for working on the Linux arm port!",N,{},N,{},N,{},3E1QT0TDFQX44G88UXTXEO6XD86I8H,TRUE,YY,The label says merged in corner,,

3P0I4CQYVYVN4JHZ0TH7OHAKN4VWOW,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:48 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 06:41:46 PST 2016,Wed Nov 09 06:51:30 PST 2016,Wed Nov 16 06:51:30 PST 2016,,,,584,98% (39/40),0% (0/1),0% (0/1),1396,https://github.com/PolymerElements/iron-list/pull/168,https://github.com/PolymerElements/iron-list/graphs/contributors,blasten,"blasten, tedium-bot",4,21,{},jshcrowthe,jshcrowthe,"rictic, frankiefu, notwaldorf, cdata, azakus, blasten, kevinpschaaf, garlicnation","jshcrowthe, Westbrook, MeTaNoV, googlebot, guirenard","Y,core|Y,others",":+1:



$$$$



/sub +1



$$$$



Thanks!



$$$$



Great job @jshcrowthe. I updated the demo, but so far this is looking awesome!



$$$$



thanks @jshcrowthe for your contribution!



$$$$



oh wow! yes! nice job @jshcrowthe ! :)","Y,others","@jshcrowthe excited to see someone looking at the grid functionality! Took a look at how your update works, and saw one thing I wondered your thoughts on.



When positioning horizontally there is a much higher chance of ""requiring"" sub-pixel positioning to be ""correct"" to the layout. However, when you translate3d at that level (i.e. translate3d(100.5px, 0px, 0px)) the element you are positioning acquires a marked blur on its contents. It's a little hard to notice in the demo you've posted, but if you manually edit the sub-pixel out of the transform by comparison it becomes apparent. Here I've done just that to the item on the left:



screen shot 2016-04-07 at 10 46 16 am



What are your thoughts on using Math.floor() on your ""x"" and ""y"" values at line 1240 to prevent that from happening?",N,{},N,{},3P1L2B7AD2D9F93UMHF63QOQE04OLD,TRUE,YY,blasten merged commit 44e3939 into PolymerElements:master on Apr 19,,

3IH9TRB0FBNK7WQT5AFHBUO4FIO1I8,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Tue Nov 08 16:18:42 PST 2016,,,A2958TQAW43MP6,Approved,Fri Nov 04 08:58:09 PDT 2016,Fri Nov 04 09:06:37 PDT 2016,Fri Nov 11 08:06:37 PST 2016,2016-11-11 16:07:29 UTC,,,508,100% (12/12),100% (12/12),100% (11/11),1397,https://github.com/jenkinsci/cloudbees-folder-plugin/pull/32,https://github.com/jenkinsci/cloudbees-folder-plugin/graphs/contributors,oleg-nenashev,"jglick, stephenc",8,21,{},oleg-nenashev,oleg-nenashev,"jglick, stephenc, kohsuke","rsandell, reviewbybees, Vlatombe, jtnord, jenkinsadmin","Y,others",Thank you for this pull request! Please check this document for how the Jenkins project handles pull requests.,"Y,core",Another TC is available here: oleg-nenashev/ownership-plugin@b42f293,N,{},"Y, no value",why is this done on init (called from onLoad()) rather than in readResolve?,35DR22AR5E8FTERXH2Y2QHL1OFRX3C,TRUE,YY,oleg-nenashev merged commit bd37926 into jenkinsci:master on Jun 13,,

3EHVO81VN59KB1F9ZSXWBINPF591HF,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:49 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 05:24:47 PST 2016,Wed Nov 09 05:48:06 PST 2016,Wed Nov 16 05:48:06 PST 2016,,,,1399,98% (39/40),0% (0/1),0% (0/1),1398,https://github.com/owncloud/core/pull/21552,https://github.com/owncloud/core/graphs/contributors,DeepDiver1975,"DeepDiver1975, icewind1991, PVince81",4,21,{},rullzer,rullzer,"samtuke, SergioBertolinSG, butonic, LukasReschke, PVince81, bantu, Xenopathic, rullzer, FlorinPeter, MorrisJobke, schiessle, bartv2, BernhardPosselt, jancborchardt, Kondou-ger, ChristophWurst, tomneedham, eMerzh, VicDeo, tanghus, icewind1991, blizzz, georgehrke, DeepDiver1975, nickvergessen",{},"Y,core",":+1: besides my nitpicks :smile:



$$$$



nice","Y,core","Will there ever be the need to have multiple providers of the same type?



If not we can move this to pure config as we did this with the commants manager

https://github.com/owncloud/core/blob/master/lib/private/comments/managerfactory.php

https://github.com/owncloud/core/blob/master/config/config.sample.php#L812



Would result in less code - and less to test ....","Y,inconsistency","I don't think we need to support multiple providers for the same share type. I would only allow to register one provider for one share type. Even if, at some point in time, we have two share provider which do some kind of link sharing they should have two different share types. For example ""linkShare"" and ""SuperLinkShareNG"". The share type should the unique identifier which connects a share to a share provider.",N,{},3YW4XOSQKR9R27JNPT9WIH71YCE1UG,TRUE,YY,DeepDiver1975 merged commit 8b346ab into master on Jan 13,,

3M47JKRKCXPMPCFD2UF7T1L7KXZ683,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A1M6A01CROTF3K,Approved,Tue Oct 25 09:29:52 PDT 2016,Tue Oct 25 09:41:09 PDT 2016,Tue Nov 01 09:41:09 PDT 2016,2016-11-01 16:41:14 UTC,,,677,100% (9/9),100% (9/9),0% (0/0),1399,https://github.com/openshift/origin/pull/6591,https://github.com/openshift/origin/graphs/contributors,openshift-bot,"openshift-bot, smarterclayton, deads2k",3,21,{},stevekuznetsov,stevekuznetsov,"openshift-bot, smarterclayton, deads2k, bparees, mfojtik",openshift-bot,N,{},"Y,core","image stream flake: https://ci.openshift.redhat.com/jenkins/job/test_pr_origin/231/



$$$$



continuous-integration/openshift-jenkins/merge SUCCESS (https://ci.openshift.redhat.com/jenkins/job/merge_pull_requests_origin/4709/) (Image: devenv-rhel7_3214)",N,{},N,"I've got no idea how this occurred. We see output from truncate_large_logs in stderr, which is called in cleanup after the container logs are dumped. I've amended the traps, added a surefire fail into the e2e core. lets look out for container logs now.",3H8DHMCCWAZ7R6UNB8PPDWZBG2JDKI,TRUE,YN,stevekuznetsov deleted the stevekuznetsov:skuznets/tempdirs branch on Mar 16,,

3RSBJ6YZECELTXV4A477KTOKS15OFQ,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:49 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:49 PDT 2016,,,A2A2OF6MUITGFS,Approved,Tue Oct 25 20:22:14 PDT 2016,Tue Oct 25 20:26:14 PDT 2016,Tue Nov 01 20:26:14 PDT 2016,Tue Nov 01 17:51:55 PDT 2016,,,240,100% (1/1),100% (1/1),0% (0/0),1400,https://github.com/ripple/rippled/pull/1471,https://github.com/ripple/rippled/graphs/contributors,ximinez,"JoelKatz, vinniefalco, ahbritto",5,21,{},ximinez,ximinez,"JoelKatz, vinniefalco, ahbritto","codecov-io, miguelportilla","Y,core|Y,others","_ÙÔç merge

$$$$

_ÙÔç",N,{},N,{},N,{},3ZGVPD4G6U59XQP6XZSE5F5AN06ZT1,FALSE,NY,"Merged d5363d1, 8da2a72, 6c5b23b, e0b2a26, and a67e4ab",,

335HHSX8CDTE3WVLFLHRCKOY42CDHH,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:49 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 05:51:33 PST 2016,Wed Nov 09 05:58:44 PST 2016,Wed Nov 16 05:58:44 PST 2016,,,,431,98% (39/40),0% (0/1),0% (0/1),1401,https://github.com/Realm/SwiftLint/pull/330,https://github.com/Realm/SwiftLint/graphs/contributors,jpsim,"jpsim, scottrhoyt, norio-nomura",5,21,{},marcelofabri,marcelofabri,"keith, scottrhoyt, norio-nomura, jpsim","marcelofabri, codecov-io","Y,core","Thanks for doing this @marcelofabri, this makes the rule much more useful!



I was a bit worried about the impact this would have on performance, and turns out it's a fairly large one :grimacing:.



As a reference point, the testSwiftLintLints integration test takes 2.817s to run on the master branch right now.



With this PR, it takes 46.092s :scream:.



By changing the syntaxKindsByLine function to this, that goes down to 6.815s:



public func syntaxKindsByLine(startLine: Int? = nil,

                              endLine: Int? = nil) -> [(Int, [SyntaxKind])] {

    let contents = self.contents as NSString

    let linesAndKinds = syntaxMap.tokens.map { token -> (Int, SyntaxKind) in

        let tokenLine = contents.lineAndCharacterForByteOffset(token.offset)

        return (tokenLine!.line, SyntaxKind(rawValue: token.type)!)

    }.filter { line, _ in

        return line >= startLine && line <= endLine

    }

    var results = [Int: [SyntaxKind]]()

    for lineAndKind in linesAndKinds {

        results[lineAndKind.0] = (results[lineAndKind.0] ?? []) + [lineAndKind.1]

    }

    return Array(zip(results.keys, results.values))

}

However, I still think that's too much of a performance regression, especially for larger projects.



One thing we could do to minimize the performance impact here would be to only count the number of comment-only lines after confirming that the function exceeds the maximum line length when accounting for all lines, which is much faster. For example, in FunctionBodyLengthRule.validateFile(...):



where endLine - startLine > limit && lineCount(file, startLine: startLine, endLine: endLine) > limit {

Actually we could move that to its own function:



...

where exceedsLineCountExcludingComments(file, startLine, endLine, limit)

...

private func exceedsLineCountExcludingComments(file: File, _ start: Int, _ end: Int,

                                               _ limit: Int) -> Bool {

    return end - start > limit && lineCount(file, startLine: start, endLine: end) > limit

}

In this case, SwiftLint goes back to linting in 2.866s, although that's not exactly a great benchmark now because SwiftLint's functions never exceed 40 lines, so the benchmark doesn't hit the slow path.



Could you please apply these changes to help reduce the performance impact? If you find different ways to achieve similar performance gains, I'm certainly open to that too!



$$$$



@marcelofabri this is looking good. What are the next steps (if any) you want to take with this PR?



$$$$



Sorry, my saying too much about performance. :bowing_man:

I also think this is looking good.



$$$$



:clap: thanks!!!","Y,core","Calling counting line can be reduced by changing position of parameter enumeration.

from:



// enumerate parameters

for parameter in parameters.reverse() {

    // count lines

    let lineCountExcludingComments =‰Û_

    // check violation

    if lineCountExcludingComments > parameter.value {

        ‰Û_

    }

}

to:



// count lines

let lineCountExcludingComments =‰Û_

// enumerate parameters

for parameter in parameters.reverse() {

    // check violation

    if LineCountExcludingComments > parameter.value {

        ‰Û_

    }

}",N,{},N,{},3G2UL9A02E2KBI8OIRS23LKYYE776W,TRUE,YY,jpsim merged commit 5103ebd into realm:master on Jan 15,,

38B7Q9C28GTM3HYN7MLLTXGI43H69S,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:49 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Tue Nov 08 04:54:03 PST 2016,Tue Nov 08 04:58:09 PST 2016,Tue Nov 15 04:58:09 PST 2016,,,,246,98% (39/40),0% (0/1),0% (0/1),1404,https://github.com/docker/notary/pull/440,https://github.com/docker/notary/graphs/contributors,cyli,"cyli, endophage, diogomonica",4,21,{},riyazdf,riyazdf,"RichardScothern, HuKeping, diogomonica, NathanMcCauley, davidwilliamson, SvenDowideit, cyli, dmcgowan, endophage, avaid96, riyazdf, aaronlehmann",GordonTheTurtle,"Y,core","Haven't tried this since last week, but code LGTM.","Y,core","When adding a key to an existing delegation, having to duplicate the paths seems like terrible UX. Would it be possible to add a --update flag to the add command that indicates that the key and any new paths should be added to the role, regardless of keys or paths it currently contains?",N,{},N,{},39O5D9O87UGRQGG2Q62FC40SO8I3CK,TRUE,YY,cyli merged commit cf0bb5a into master on Jan 20,,

35ZRNT9RUIMQDLFBQ965JKZNPB13OX,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A1M6A01CROTF3K,Approved,Tue Oct 25 07:40:06 PDT 2016,Tue Oct 25 08:06:02 PDT 2016,Tue Nov 01 08:06:02 PDT 2016,2016-11-01 15:06:14 UTC,,,1556,100% (9/9),100% (9/9),0% (0/0),1406,https://github.com/aspnet/KestrelHttpServer/pull/573,https://github.com/aspnet/KestrelHttpServer/graphs/contributors,cesarbs,"halter73, benaadams, cesarbs",5,21,{},cesarbs,cesarbs,"halter73, benaadams, cesarbs","halter73, benaadams",N,{},"Y,core","There shouldn't be much of an effect as long as PathNormalizer.NeedsNormalization isn't too expensive. I would like to know for sure that's the case.



$$$$



@benaadams NFC normalization will only take place in paths with percent-encoded characters.



I'm making a small change that might make a difference - I'll only try to remove dot segments if I detect any. This will save cycles and allocations.","Y,inconsistency",I'm curious to see how this affects perf for requests that don't need normalization (e.g. the plaintext benchmark).,"Y,others","It shouldn't effect it much as needDecode would be false in that case and it should just skip it?



$$$$



Do you have any data for normalizing ../, or ./ in paths?



$$$$



@blowdart can we design the GetRawUrl feature later? We'd need to decide how it flows through the entire stack.",3S4AW7T80C65BGTC3X0XPSIKSP64LA,TRUE,YN,cesarbs deleted the cesarbs/normalize-request-path branch on Jan 29,,

375VMB7D4J7EZR65L3ZCCWPD4FRDIA,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A1M6A01CROTF3K,Approved,Tue Oct 25 07:06:58 PDT 2016,Tue Oct 25 07:28:34 PDT 2016,Tue Nov 01 07:28:34 PDT 2016,2016-11-01 14:29:14 UTC,,,1296,100% (9/9),100% (9/9),0% (0/0),1410,https://github.com/highfidelity/hifi/pull/6766,https://github.com/highfidelity/hifi/graphs/contributors,ZappoMan,"birarda, ZappoMan, Atlante45",6,22,{},samcake,samcake,"birarda, ZappoMan, Atlante45, ey6es","RyanDowne, PhilipRosedale, hifi-gustavo, OmegaHeron",N,{},"Y,core",the line above this... is super weird... should be: bool _fxaaStatus { false };,N,{},,@PhilipRosedale The effect doesn't affect the lightmapped models (such as the windmill) because the same and more accurate information is somewhat already in the baked light map.,3L6L49WXW1LR9RQRBAKQ83MN6Z254J,TRUE,YY,ZappoMan merged commit e1c369d into highfidelity:master on Jan 22,,

3ZCC2DXSD7S3N2G1LH8TB5T2CMUYY8,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:49 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:49 PDT 2016,,,A1D8QTP0Y28WFF,Approved,Wed Oct 26 23:15:33 PDT 2016,Wed Oct 26 23:19:46 PDT 2016,Wed Nov 02 23:19:46 PDT 2016,Tue Nov 01 17:51:57 PDT 2016,,,253,100% (1/1),100% (1/1),0% (0/0),1414,https://github.com/druid-io/druid/pull/2217,https://github.com/druid-io/druid/graphs/contributors,navis,"fjy, xvrl, gianm",3,22,{},navis,navis,"fjy, xvrl, gianm, himanshug, jon-wei",jon-wei r,N,{},"Y,core","Hi @navis, can you and @sirpkt consolidate #2210 and #2217 into a single PR?",,"navis commented on Apr 18

cannot sustain this, sorry.",N,{},3NKQQ8O39ZTLU2ZZ5MTRJJ89J8XDUQ,FALSE,NN,{},,

3FBEFUUYRKT0808SZSZLPSR2ALZ6A7,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A1WSTW4R68I8KI,Approved,Mon Oct 24 22:54:29 PDT 2016,Mon Oct 24 23:12:39 PDT 2016,Mon Oct 31 23:12:39 PDT 2016,2016-11-01 06:13:14 UTC,,,1090,100% (7/7),100% (2/2),0% (0/0),1417,https://github.com/ansible/ansible/pull/13771,https://github.com/ansible/ansible/graphs/contributors,sivel,"mpdehaan, jimi-c, bcoca",7,22,{},sivel,sivel,"mpdehaan, jimi-c, bcoca, abadger, jctanner, sivel, dhozac, privateip","cygnetix, tom025","Y,core|Y,others","he, i was doing same last night, but ran out of gas.



$$$$



This is awesome @sivel. Thanks for taking the time to work on this. I can't wait to see it merged (fingers crossed).



$$$$



Thanks for effort @sivel can't wait to see this merged too.",N,{},"Y,improve","I find it suboptimal to download go and and build stuff during the tests, while on the other hand we try preinstalling packages where possible to make travis faster. Maybe you can instead use precompiled binaries?",N,{},3S96KQ6I9NS6UPKA5H3HENM7ZBETD0,TRUE,YY,"A few minor comments. Everything else looks good. If this is passing tests and you think it's ready to merge to devel then I'm okay with it. Tests -- I'm not sure how long compiling the module takes but I expect it's minimal. I think you're right, we probably should put golang into the docker images.



$$$$



sivel merged commit 196453b into ansible:devel on 13 May",,

3L2OEKSTW9YO8WPJ8DAZCS50J7S8Y5,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Tue Nov 08 16:18:42 PST 2016,,,A2958TQAW43MP6,Approved,Fri Nov 04 07:51:24 PDT 2016,Fri Nov 04 08:01:23 PDT 2016,Fri Nov 11 07:01:23 PST 2016,2016-11-11 15:01:30 UTC,,,599,100% (12/12),100% (12/12),100% (11/11),1418,https://github.com/samsung/GearVRf/pull/371,https://github.com/samsung/GearVRf/graphs/contributors,thomasflynn,"liaxim, thomasflynn, NolaDonato",4,22,{},danke-sra,danke-sra,"liaxim, thomasflynn, NolaDonato","danke-sra, rahul27, thomasflynn, thomasflynn","Y,core","I agree that GVRContext should be made available regardless of hierarchy. However, it was assumed that it is not needed in sub-class of GVRActivity (which owns GVRContext). This just corrects this issue.","Y,core|Y,others","Added the missing so file and added copyright headers and javadoc.



$$$$","Y,improve",I don't think I fully understand this function. The context should be available irrespective of the hierarchy. It is the GVRActivity that calls setScript. The script in turn could be used to get the context. Do you have an example of where this is used in a subclass? maybe that would give a better idea.,"Y,not fit.",I don't think I fully understand this function. The context should be available irrespective of the hierarchy. It is the GVRActivity that calls setScript. The script in turn could be used to get the context. Do you have an example of where this is used in a subclass? maybe that would give a better idea.,3X31TUMD7YAOJHWTGFHVRUBHJLJL10,TRUE,YY,thomasflynn merged commit 3ec102b into Samsung:master on Jan 21,,

3TZDZ3Y0JSURWVXQ1G94Y1P1WS191X,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:50 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 05:40:31 PST 2016,Mon Nov 07 06:03:22 PST 2016,Mon Nov 14 06:03:22 PST 2016,,,,1371,98% (39/40),0% (0/1),0% (0/1),1424,https://github.com/puppetlabs/puppet/pull/4550,https://github.com/puppetlabs/puppet/graphs/contributors,joshcooper,"lak, hlindberg, joshcooper",5,23,"there're some comments by the pull requester him/herself that are proposals for an alternative implementation, asking for consensus. Should those be included in answer to Q2 ?  You can mail me debd92 [at] gmail",branan,branan,"vrthra, MikaelSmith, cprice404, justinstoller, joshcooper, ferventcoder, thallgren, HAIL9000, adrienthebo, pcarlisle, haus, jpartlow, whopper, johnduarte, slippycheeze, Iristyle, gguillotte, stschulte, nfagerlund, hlindberg, MosesMendoza, scotje, jeffmccune, nicklewis, zaphod42, peterhuene","branan, Sharpie",N,{},"Y,core","Is there any other reason to be using the file_system stuff in this code path?

@branan All puppet use of file system calls should be going through the file_system stuff. Not specifically the preserve_line_endings bit, but perhaps one of the other calls. If that means a method needs to be added to file_system, then a method should be added there and then called. It guarantees that all file access calls are handled cross platform appropriately.



$$$$



I think that should work and is probably fine for now. I'll take a closer look.

Changing the save method to force encoding to ASCII-8BIT works for me (both when creating a new file, update existing file, and when running off cache). So yeah, let's update this PR.



$$$$



Everything here is good. The only statement I disagree with is:



